IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
172.20.0.2,,80,tcp,7.5,High,30,"VendorFix","Apache HTTP Server Denial-Of-Service Vulnerability (Jun 2017) - Linux","Apache HTTP Server is prone to a denial of service (DoS) vulnerability.","Installed version: 2.4.25
Fixed version:     2.4.26
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.811216,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,50e64d2c-4331-4a97-8bfb-cbb30d2d87f2,"Successful exploitation will allow remote
  attackers to cause a denial-of-service condition.","Update to Apache HTTP Server 2.2.33 or 2.4.26
  or later.","Apache HTTP Server versions 2.2.32, 2.4.24
  and 2.4.25.","The flaw exists due to an error in the
  token list parsing, which allows ap_find_token() to search past the end of its
  input string. By maliciously crafting a sequence of request headers, an
  attacker may be able to cause a segmentation fault, or to force
  ap_find_token() to return an incorrect value.","Checks if a vulnerable version is present on the target host.
Details:
Apache HTTP Server Denial-Of-Service Vulnerability (Jun 2017) - Linux
(OID: 1.3.6.1.4.1.25623.1.0.811216)
Version used: 2024-02-16T05:06:55Z
","Product: cpe:/a:apache:http_server:2.4.25
Method: Apache HTTP Server Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.117232)
","","DFN-CERT-2019-0358,DFN-CERT-2018-0077,DFN-CERT-2017-2104,DFN-CERT-2017-2021,DFN-CERT-2017-1926,DFN-CERT-2017-1925,DFN-CERT-2017-1828,DFN-CERT-2017-1692,DFN-CERT-2017-1443,DFN-CERT-2017-1327,DFN-CERT-2017-1204,DFN-CERT-2017-1058,WID-SEC-2025-0370,CB-K18/0066,CB-K17/2013,CB-K17/1936,CB-K17/1854,CB-K17/1842,CB-K17/1747,CB-K17/1622,CB-K17/1382,CB-K17/1279,CB-K17/1163,CB-K17/1023",""
172.20.0.2,,,,0.0,Log,80,"","Apache HTTP Server Detection Consolidation","Consolidation of Apache HTTP Server detections.","Detected Apache HTTP Server

Version:       2.4.25
Location:      80/tcp
CPE:           cpe:/a:apache:http_server:2.4.25

Concluded from version/product identification result:
Server: Apache/2.4.25 (Debian)
",1.3.6.1.4.1.25623.1.0.117232,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,342e12b4-1009-48b2-8014-4b959fde63ed,"","","","","
Details:
Apache HTTP Server Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.117232)
Version used: 2024-03-08T15:37:10Z
","","","",""
172.20.0.2,,80,tcp,5.9,Medium,30,"VendorFix","Apache HTTP Server HTTP/2 SETTINGS Data Processing DoS Vulnerability - Linux","Apache HTTP Server is prone to a denial of service (DoS) vulnerability.","Installed version: 2.4.25
Fixed version:     2.4.35
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.814056,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,67801ff0-89f3-49ff-88bc-6b5693957ee9,"Successful exploitation will allow remote
  attackers to cause a denial of service (DoS) condition on a targeted system.","Update to Apache HTTP Server 2.4.35 or
  later. Please see the references for more information.","Apache HTTP Server versions 2.4.34, 2.4.33,
  2.4.30, 2.4.29, 2.4.28, 2.4.27, 2.4.26, 2.4.25, 2.4.23, 2.4.20, 2.4.18.","The flaw is due to an improper processing of
  specially crafted and continuous SETTINGS data for an ongoing HTTP/2 connection
  to cause the target service to fail to timeout.","Checks if a vulnerable version is present
  on the target host.
Details:
Apache HTTP Server HTTP/2 'SETTINGS' Data Processing DoS Vulnerability - Lin...
(OID: 1.3.6.1.4.1.25623.1.0.814056)
Version used: 2024-02-15T05:05:40Z
","Product: cpe:/a:apache:http_server:2.4.25
Method: Apache HTTP Server Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.117232)
","","DFN-CERT-2019-1562,DFN-CERT-2019-0359,DFN-CERT-2019-0351,DFN-CERT-2019-0112,DFN-CERT-2019-0104,DFN-CERT-2018-2316,DFN-CERT-2018-2044,DFN-CERT-2018-2011,WID-SEC-2024-1682,CB-K19/0316,CB-K19/0050,CB-K18/0949",""
172.20.0.2,,80,tcp,7.5,High,30,"VendorFix","Apache HTTP Server OPTIONS Memory Leak Vulnerability (Optionsbleed) - Version Check","Apache HTTP Server allows remote attackers to read
  secret data from process memory if the Limit directive can be set in a user's .htaccess
  file, or if httpd.conf has certain misconfigurations, aka Optionsbleed.","Installed version: 2.4.25
Fixed version:     2.4.28
Installation
path / port:       80/tcp

",1.3.6.1.4.1.25623.1.0.108252,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,51a64aa3-075d-4f2e-b866-f1058230ab9d,"The successful exploitation allows the attacker to read
  chunks of the host's memory.","Update to Apache HTTP Server 2.4.28. For Apache HTTP
  Server running version 2.2.34 apply the patch linked in the references.

  As a workaround the usage of .htaccess should be disabled completely via the
  'AllowOverride None' directive within the webservers configuration. Furthermore all
  <Limit> statements within the webserver configuration needs to be verified for
  invalid HTTP methods.","Apache HTTP Server 2.2.x versions up to 2.2.34 and
  2.4.x below 2.4.28.","Optionsbleed is a use after free error in the Apache
  HTTP Server that causes a corrupted Allow header to be constructed in response to HTTP
  OPTIONS requests. This can leak pieces of arbitrary memory from the server process that
  may contain secrets. The memory pieces change after multiple requests, so for a vulnerable
  host an arbitrary number of memory chunks can be leaked.

  The bug appears if a webmaster tries to use the 'Limit' directive with an invalid HTTP
  method.

  Example .htaccess:

  <Limit abcxyz>
  </Limit>","Checks if a vulnerable version is present on the target host.
Details:
Apache HTTP Server OPTIONS Memory Leak Vulnerability (Optionsbleed) - Versio...
(OID: 1.3.6.1.4.1.25623.1.0.108252)
Version used: 2025-01-21T05:37:33Z
","Product: cpe:/a:apache:http_server:2.4.25
Method: Apache HTTP Server Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.117232)
","","DFN-CERT-2019-0359,DFN-CERT-2018-2113,DFN-CERT-2018-1070,DFN-CERT-2018-0725,DFN-CERT-2018-0100,DFN-CERT-2018-0077,DFN-CERT-2017-2290,DFN-CERT-2017-2211,DFN-CERT-2017-2108,DFN-CERT-2017-2070,DFN-CERT-2017-2021,DFN-CERT-2017-1954,DFN-CERT-2017-1854,DFN-CERT-2017-1843,DFN-CERT-2017-1659,WID-SEC-2023-1594,CB-K18/1012,CB-K18/0800,CB-K18/0606,CB-K18/0098,CB-K18/0066,CB-K17/2188,CB-K17/2117,CB-K17/2021,CB-K17/1980,CB-K17/1936,CB-K17/1871,CB-K17/1773,CB-K17/1768,CB-K17/1587",""
172.20.0.2,,80,tcp,4.8,Medium,80,"Workaround","Cleartext Transmission of Sensitive Information via HTTP","The host / application transmits sensitive information (username, passwords) in
  cleartext via HTTP.","The following input fields were identified (URL:input name):

http://172.20.0.2/login.php:password
",1.3.6.1.4.1.25623.1.0.108440,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,6cfd5f01-ce3a-4867-9700-4759c1de9c13,"An attacker could use this situation to compromise or eavesdrop on the
  HTTP communication between the client and the server using a man-in-the-middle attack to get access to
  sensitive data like usernames or passwords.","Enforce the transmission of sensitive data via an encrypted SSL/TLS connection.
  Additionally make sure the host / application is redirecting all users to the secured SSL/TLS connection before
  allowing to input sensitive data into the mentioned functions.","Hosts / applications which doesn't enforce the transmission of sensitive data via an
  encrypted SSL/TLS connection.","","Evaluate previous collected information and check if the host / application is not
  enforcing the transmission of sensitive data via an encrypted SSL/TLS connection.

  The script is currently checking the following:

  - HTTP Basic Authentication (Basic Auth)

  - HTTP Forms (e.g. Login) with input field of type 'password'
Details:
Cleartext Transmission of Sensitive Information via HTTP
(OID: 1.3.6.1.4.1.25623.1.0.108440)
Version used: 2023-09-07T05:05:21Z
","","","",""
172.20.0.5,,,,0.0,Log,80,"","CPE Inventory","This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.","172.20.0.5|cpe:/a:f5:nginx:1.18.0
172.20.0.5|cpe:/a:nginx:nginx:1.18.0

",1.3.6.1.4.1.25623.1.0.810002,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,eca694cd-d0a7-47ea-8bb2-bf4d26eb3250,"","","","","
Details:
CPE Inventory
(OID: 1.3.6.1.4.1.25623.1.0.810002)
Version used: 2022-07-27T10:11:28Z
","","","",""
172.20.0.2,,,,0.0,Log,80,"","CPE Inventory","This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.","172.20.0.2|cpe:/a:apache:http_server:2.4.25
172.20.0.2|cpe:/a:php:php
172.20.0.2|cpe:/o:debian:debian_linux:9

",1.3.6.1.4.1.25623.1.0.810002,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,8d3e6440-8c71-49c6-9db4-12b092a197a7,"","","","","
Details:
CPE Inventory
(OID: 1.3.6.1.4.1.25623.1.0.810002)
Version used: 2022-07-27T10:11:28Z
","","","",""
172.20.0.5,,80,tcp,5.0,Medium,30,"Mitigation","Enabled Directory Listing/Indexing Detection (HTTP)","The script attempts to identify directories with an enabled
  directory listing/indexing on a remote web server.","The following directories with an enabled directory listing/indexing were identified:

http://172.20.0.5/docs

Please review the content manually.
",1.3.6.1.4.1.25623.1.0.111074,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,7cbb7380-4c03-4dd1-b7cb-685e4ecb279c,"Based on the information shown an attacker might be able to
  gather additional info about the structure of this application.","If not needed disable the directory listing/indexing within the
  web servers config.","Web servers with an enabled directory listing/indexing.","","Checks previously detected directories on a remote web server
  if a directory listing/indexing is enabled.

  Note: This check has a low QoD (Quality of Detection) value as it is not possible to automatically
  determine if the directory listing/indexing has been enabled on purpose (which is also a valid use
  case for some software products).
Details:
Enabled Directory Listing/Indexing Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.111074)
Version used: 2025-03-14T15:40:32Z
","","","",""
172.20.0.2,,80,tcp,5.0,Medium,30,"Mitigation","Enabled Directory Listing/Indexing Detection (HTTP)","The script attempts to identify directories with an enabled
  directory listing/indexing on a remote web server.","The following directories with an enabled directory listing/indexing were identified:

http://172.20.0.2/config
http://172.20.0.2/docs
http://172.20.0.2/dvwa
http://172.20.0.2/dvwa/includes
http://172.20.0.2/dvwa/includes/DBMS
http://172.20.0.2/external
http://172.20.0.2/external/phpids
http://172.20.0.2/external/phpids/0.6
http://172.20.0.2/external/phpids/0.6/docs
http://172.20.0.2/external/phpids/0.6/docs/examples
http://172.20.0.2/external/phpids/0.6/docs/examples/cakephp
http://172.20.0.2/external/phpids/0.6/docs/phpdocumentor/PHPIDS
http://172.20.0.2/external/phpids/0.6/docs/phpdocumentor/media
http://172.20.0.2/external/phpids/0.6/lib
http://172.20.0.2/external/phpids/0.6/lib/IDS
http://172.20.0.2/external/phpids/0.6/lib/IDS/Caching
http://172.20.0.2/external/phpids/0.6/lib/IDS/Config
http://172.20.0.2/external/phpids/0.6/lib/IDS/Filter
http://172.20.0.2/external/phpids/0.6/lib/IDS/Log
http://172.20.0.2/external/phpids/0.6/lib/IDS/tmp
http://172.20.0.2/external/phpids/0.6/lib/IDS/vendors
http://172.20.0.2/external/phpids/0.6/lib/IDS/vendors/htmlpurifier
http://172.20.0.2/external/phpids/0.6/tests
http://172.20.0.2/external/recaptcha

Please review the content manually.
",1.3.6.1.4.1.25623.1.0.111074,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,007564d0-664c-4108-8f1e-80c210f78d38,"Based on the information shown an attacker might be able to
  gather additional info about the structure of this application.","If not needed disable the directory listing/indexing within the
  web servers config.","Web servers with an enabled directory listing/indexing.","","Checks previously detected directories on a remote web server
  if a directory listing/indexing is enabled.

  Note: This check has a low QoD (Quality of Detection) value as it is not possible to automatically
  determine if the directory listing/indexing has been enabled on purpose (which is also a valid use
  case for some software products).
Details:
Enabled Directory Listing/Indexing Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.111074)
Version used: 2025-03-14T15:40:32Z
","","","",""
172.20.0.3,,,,0.0,Log,80,"","Hostname Determination Reporting","The script reports information on how the hostname of the target
  was determined.","Hostname determination for IP 172.20.0.3:

Hostname|Source
172.20.0.3|IP-address
",1.3.6.1.4.1.25623.1.0.108449,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,bd0f1ccd-ac34-4ef1-88e5-790d9a49957b,"","","","","
Details:
Hostname Determination Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108449)
Version used: 2022-07-27T10:11:28Z
","","","",""
172.20.0.5,,,,0.0,Log,80,"","Hostname Determination Reporting","The script reports information on how the hostname of the target
  was determined.","Hostname determination for IP 172.20.0.5:

Hostname|Source
172.20.0.5|IP-address
",1.3.6.1.4.1.25623.1.0.108449,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,37eecf4d-c787-4dff-8c7b-4f8381d89584,"","","","","
Details:
Hostname Determination Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108449)
Version used: 2022-07-27T10:11:28Z
","","","",""
172.20.0.2,,,,0.0,Log,80,"","Hostname Determination Reporting","The script reports information on how the hostname of the target
  was determined.","Hostname determination for IP 172.20.0.2:

Hostname|Source
172.20.0.2|IP-address
",1.3.6.1.4.1.25623.1.0.108449,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,283423da-3998-4a3c-951f-31fd9694a9e0,"","","","","
Details:
Hostname Determination Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108449)
Version used: 2022-07-27T10:11:28Z
","","","",""
172.20.0.4,,,,0.0,Log,80,"","Hostname Determination Reporting","The script reports information on how the hostname of the target
  was determined.","Hostname determination for IP 172.20.0.4:

Hostname|Source
172.20.0.4|IP-address
",1.3.6.1.4.1.25623.1.0.108449,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,02e90bbc-fd67-44ec-92e9-d0f943a4e803,"","","","","
Details:
Hostname Determination Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108449)
Version used: 2022-07-27T10:11:28Z
","","","",""
172.20.0.5,,80,tcp,0.0,Log,80,"","HTTP Security Headers Detection","All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.","Missing Headers                   | More Information
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Content-Security-Policy           | https://owasp.org/www-project-secure-headers/#content-security-policy
Cross-Origin-Embedder-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Opener-Policy        | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Resource-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Document-Policy                   | https://w3c.github.io/webappsec-feature-policy/document-policy#document-policy-http-header
Feature-Policy                    | https://owasp.org/www-project-secure-headers/#feature-policy, Note: The Feature Policy header has been renamed to Permissions Policy
Permissions-Policy                | https://w3c.github.io/webappsec-feature-policy/#permissions-policy-http-header-field
Referrer-Policy                   | https://owasp.org/www-project-secure-headers/#referrer-policy
Sec-Fetch-Dest                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Mode                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Site                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-User                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
X-Content-Type-Options            | https://owasp.org/www-project-secure-headers/#x-content-type-options
X-Frame-Options                   | https://owasp.org/www-project-secure-headers/#x-frame-options
X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies
X-XSS-Protection                  | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.
",1.3.6.1.4.1.25623.1.0.112081,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,96101b95-5b43-4d29-8dfe-ce1a1877f0af,"","","","","
Details:
HTTP Security Headers Detection
(OID: 1.3.6.1.4.1.25623.1.0.112081)
Version used: 2025-03-21T15:40:43Z
","","","",""
172.20.0.2,,80,tcp,0.0,Log,80,"","HTTP Security Headers Detection","All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.","Missing Headers                   | More Information
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Content-Security-Policy           | https://owasp.org/www-project-secure-headers/#content-security-policy
Cross-Origin-Embedder-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Opener-Policy        | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Resource-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Document-Policy                   | https://w3c.github.io/webappsec-feature-policy/document-policy#document-policy-http-header
Feature-Policy                    | https://owasp.org/www-project-secure-headers/#feature-policy, Note: The Feature Policy header has been renamed to Permissions Policy
Permissions-Policy                | https://w3c.github.io/webappsec-feature-policy/#permissions-policy-http-header-field
Referrer-Policy                   | https://owasp.org/www-project-secure-headers/#referrer-policy
Sec-Fetch-Dest                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Mode                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Site                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-User                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
X-Content-Type-Options            | https://owasp.org/www-project-secure-headers/#x-content-type-options
X-Frame-Options                   | https://owasp.org/www-project-secure-headers/#x-frame-options
X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies
X-XSS-Protection                  | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.
",1.3.6.1.4.1.25623.1.0.112081,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,e1e08645-9ddd-4566-b221-a678914afc3a,"","","","","
Details:
HTTP Security Headers Detection
(OID: 1.3.6.1.4.1.25623.1.0.112081)
Version used: 2025-03-21T15:40:43Z
","","","",""
172.20.0.3,,3000,tcp,0.0,Log,80,"","HTTP Security Headers Detection","All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.","Header Name            | Header Value
---------------------------------------
Feature-Policy         | payment 'self'
X-Content-Type-Options | nosniff
X-Frame-Options        | SAMEORIGIN

Missing Headers                   | More Information
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Content-Security-Policy           | https://owasp.org/www-project-secure-headers/#content-security-policy
Cross-Origin-Embedder-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Opener-Policy        | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Resource-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Document-Policy                   | https://w3c.github.io/webappsec-feature-policy/document-policy#document-policy-http-header
Permissions-Policy                | https://w3c.github.io/webappsec-feature-policy/#permissions-policy-http-header-field
Referrer-Policy                   | https://owasp.org/www-project-secure-headers/#referrer-policy
Sec-Fetch-Dest                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Mode                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Site                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-User                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies
X-XSS-Protection                  | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.
",1.3.6.1.4.1.25623.1.0.112081,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,28a19417-c1dd-4436-ba1b-d49029437777,"","","","","
Details:
HTTP Security Headers Detection
(OID: 1.3.6.1.4.1.25623.1.0.112081)
Version used: 2025-03-21T15:40:43Z
","","","",""
172.20.0.2,,80,tcp,0.0,Log,80,"","HTTP Server Banner Enumeration","This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).","It was possible to enumerate the following HTTP server banner(s):

Server banner                  | Enumeration technique
-------------------------------------------------------------------------------------------------
Server: Apache/2.4.25 (Debian) | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/'
",1.3.6.1.4.1.25623.1.0.108708,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,096ed741-0d52-4314-810d-883ad07d4441,"","","","","
Details:
HTTP Server Banner Enumeration
(OID: 1.3.6.1.4.1.25623.1.0.108708)
Version used: 2025-01-31T15:39:24Z
","","","",""
172.20.0.5,,80,tcp,0.0,Log,80,"","HTTP Server Banner Enumeration","This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).","It was possible to enumerate the following HTTP server banner(s):

Server banner        | Enumeration technique
---------------------------------------------------------------------------------------
Server: nginx/1.18.0 | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/'
",1.3.6.1.4.1.25623.1.0.108708,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,bd3d18a4-3b23-473d-b917-8428297713ff,"","","","","
Details:
HTTP Server Banner Enumeration
(OID: 1.3.6.1.4.1.25623.1.0.108708)
Version used: 2025-01-31T15:39:24Z
","","","",""
172.20.0.2,,80,tcp,0.0,Log,80,"","HTTP Server type and version","This script detects and reports the HTTP Server's banner
  which might provide the type and version of it.","The remote HTTP Server banner is:

Server: Apache/2.4.25 (Debian)
",1.3.6.1.4.1.25623.1.0.10107,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,3a87a57a-b094-436f-b5e4-0a7ad4e1abca,"","","","","
Details:
HTTP Server type and version
(OID: 1.3.6.1.4.1.25623.1.0.10107)
Version used: 2023-08-01T13:29:10Z
","","","",""
172.20.0.5,,80,tcp,0.0,Log,80,"","HTTP Server type and version","This script detects and reports the HTTP Server's banner
  which might provide the type and version of it.","The remote HTTP Server banner is:

Server: nginx/1.18.0
",1.3.6.1.4.1.25623.1.0.10107,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,0fcb5afc-43c3-4c08-aad4-b98381fe26e5,"","","","","
Details:
HTTP Server type and version
(OID: 1.3.6.1.4.1.25623.1.0.10107)
Version used: 2023-08-01T13:29:10Z
","","","",""
172.20.0.2,,80,tcp,5.0,Medium,70,"Mitigation","Missing HttpOnly Cookie Attribute (HTTP)","The remote HTTP web server / application is missing to set the
  'HttpOnly' cookie attribute for one or more sent HTTP cookie.","The cookie(s):

Set-Cookie: PHPSESSID=***replaced***; path=/
Set-Cookie: PHPSESSID=***replaced***; path=/
Set-Cookie: security=low

is/are missing the ""HttpOnly"" cookie attribute.
",1.3.6.1.4.1.25623.1.0.105925,"",f17ad8c4-2e80-4091-a93d-0e8f7a384588,"SI084-S03 Escaneo audit_net v2 (Full and fast, Consider Alive)",2026-09-03T01:59:16Z,333abfb4-448e-42a6-9122-5c346d3979fb,"","'- Set the 'HttpOnly' cookie attribute for any session cookie

  - Evaluate / do an own assessment of the security impact on the web server / application and create
  an override for this result if there is none (this can't be checked automatically by this VT)","Any web application with session handling in cookies.","The flaw exists if a session cookie is not using the 'HttpOnly'
  cookie attribute.

  This allows a cookie to be accessed by JavaScript which could lead to session hijacking
  attacks.","Checks all cookies sent by the remote HTTP web server /
  application for a missing 'HttpOnly' cookie attribute.
Details:
Missing 'HttpOnly' Cookie Attribute (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.105925)
Version used: 2024-01-12T16:12:12Z
","","","",""
